#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-10T05:56:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fd1ae19b206	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/A+A/632/A77&tab:{J/A+A/632/A77/3hsp-v9}&key:source=J/A+A/632/A77/3hsp-v9&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/632/A77/3hsp-v9
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=sflag
#-out=BZCat
#-out=lognu
#-out=lognufnu
#-out=f_lognu
#-out=z
#-out=f_z
#-out=Gamma
#-out=FOM
#-out=WHSP
#

#RESOURCE=yCat_36320077
#Name: J/A+A/632/A77
#Title: 3HSP blazars catalog (Chang+, 2019)
#Table	J_A_A_632_A77_3hsp-v9:
#Name: J/A+A/632/A77/3hsp-v9
#Title: The 3HSP catalog (table 1)
#Column	_RAJ2000	(A13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(A20)	Designation (3HSPJHHMMSS.s+DDMMSS)	[ucd=meta.id;phys.atmol.configuration]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	sflag	(I1)	[0/4] Source Flag (1)	[ucd=meta.code]
#Column	BZCat	(A14)	BZCat counterpart (5BZ[BGU]JHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
#Column	lognu	(F4.1)	Log Synchrotron peak frequency	[ucd=em.freq;stat.max]
#Column	lognufnu	(F5.1)	Log Synchrotron peak flux (erg/cm^2^/s)	[ucd=phot.flux.density;em.gamma.hard]
#Column	f_lognu	(I1)	[1/3] Synchrotron peak estimation flag (G1)	[ucd=meta.code]
#Column	z	(F7.4)	? Redshift	[ucd=src.redshift]
#Column	f_z	(I1)	[0/5]? Redshift flag (G1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(A18)	Fermi gamma-ray counterpart	[ucd=meta.id.cross]
#Column	FOM	(F5.2)	Figure of Merit (G2)	[ucd=meta.code.qual]
#Column	WHSP	(A21)	2WHSP counterpart (2WHSPJHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
_RAJ2000|_DEJ2000|Name|RAJ2000|DEJ2000|sflag|BZCat|lognu|lognufnu|f_lognu|z|f_z|Gamma|FOM|WHSP
01 15 46.1400|+25 19 53.508|3HSPJ011546.1+251953|018.94225|+25.33153|0|5BZBJ0115+2519|15.7|-11.7|1| 0.3750|1|4FGL J0115.8+2519 | 0.79|2WHSPJ011546.0+251953
01 15 55.4592|-27 44 31.416|3HSPJ011555.5-274431|018.98108|-27.74206|0|              |17.2|-11.9|1| 0.7000|3|4FGL J0116.0-2745 | 0.50|2WHSPJ011555.3-274430
01 16 37.0608|-28 11 46.896|3HSPJ011637.1-281146|019.15442|-28.19636|0|              |16.6|-12.2|1| 0.3200|4|4FGL J0116.5-2812 | 0.25|2WHSPJ011637.0-281145
01 17 24.3792|-22 27 59.112|3HSPJ011724.4-222759|019.35158|-22.46642|0|              |17.0|-12.3|2| 0.1160|1|                  | 0.20|2WHSPJ011724.2-222759
01 17 46.9992|-24 43 33.708|3HSPJ011747.0-244333|019.44583|-24.72603|0|5BZBJ0117-2443|16.6|-12.1|1| 0.2790|1|4FGL J0117.5-2442 | 0.32|2WHSPJ011746.9-244332
01 18 23.2704|+32 43 25.212|3HSPJ011823.3+324325|019.59696|+32.72367|1|              |15.9|-12.0|1| 0.1120|1|                  | 0.40|2WHSPJ011823.2+324324
01 18 28.7400|-51 15 27.288|3HSPJ011828.7-511527|019.61975|-51.25758|0|              |16.3|-12.3|1| 0.2480|2|                  | 0.20|2WHSPJ011828.6-511527
01 18 31.4088|-14 29 57.588|3HSPJ011831.0-142957|019.63087|-14.49933|0|              |15.4|-11.9|1| 0.4200|3|                  | 0.50|2WHSPJ011831.3-142957
01 19 04.6104|-14 58 58.404|3HSPJ011904.6-145858|019.76921|-14.98289|0|              |16.1|-11.7|1| 0.2900|4|4FGL J0119.0-1458 | 0.79|2WHSPJ011904.6-145858
01 20 48.3096|+21 28 53.904|3HSPJ012048.0+212853|020.20129|+21.48164|1|              |15.2|-12.5|1| 0.2590|1|                  | 0.13|2WHSPJ012048.3+212853
01 21 52.6896|-39 15 44.208|3HSPJ012152.7-391544|020.46954|-39.26228|0|              |16.7|-12.0|1| 0.3000|5|4FGL J0121.8-3916 | 0.40|
01 22 03.7992|-30 05 09.312|3HSPJ012203.8-300509|020.51583|-30.08592|0|              |17.0|-12.1|2| 0.4400|5|FL8Y J0122.1-3004 | 0.32|
01 23 08.6304|+34 20 48.516|3HSPJ012308.6+342048|020.78596|+34.34681|0|5BZBJ0123+3420|18.0|-10.8|1| 0.2700|1|4FGL J0123.1+3421 | 6.31|2WHSPJ012308.5+342048
01 23 38.3496|-23 10 58.584|3HSPJ012338.3-231058|020.90979|-23.18294|0|5BZBJ0123-2310|17.3|-11.1|1| 0.4040|1|4FGL J0123.7-2311 | 3.16|2WHSPJ012338.2-231058
01 23 40.3896|+42 10 17.796|3HSPJ012340.4+421017|020.91829|+42.17161|0|5BZGJ0123+4210|17.8|-11.7|1| 0.1860|1|                  | 0.79|2WHSPJ012340.3+421017
01 24 30.5496|+32 49 46.200|3HSPJ012430.5+324946|021.12729|+32.82950|0|5BZBJ0124+3249|16.5|-12.0|2| 0.3600|5|                  | 0.40|2WHSPJ012430.4+324945
01 24 43.7208|-31 43 42.816|3HSPJ012443.7-314342|021.18217|-31.72856|0|              |17.1|-12.2|1| 0.4000|4|                  | 0.25|2WHSPJ012443.6-314341
01 25 23.5008|-29 20 47.292|3HSPJ012523.1-292047|021.34792|-29.34647|1|              |16.0|-12.5|1| 0.6300|5|                  | 0.13|2WHSPJ012523.5-292047
01 26 29.5608|-35 05 05.496|3HSPJ012629.6-350505|021.62317|-35.08486|1|              |15.5|-12.5|2| 0.4800|5|                  | 0.13|2WHSPJ012629.5-350504
01 26 52.1688|+00 33 08.388|3HSPJ012652.2+003308|021.71737|+00.55233|1|              |16.7|-12.6|1| 0.6700|4|                  | 0.10|2WHSPJ012652.0+003307
01 26 57.2304|+33 07 30.288|3HSPJ012657.2+330730|021.73846|+33.12508|0|5BZBJ0126+3307|16.8|-12.1|1| 0.4500|5|4FGL J0127.1+3310 | 0.32|2WHSPJ012657.1+330730
01 27 13.9392|+03 23 00.708|3HSPJ012713.9+032300|021.80808|+03.38353|0|              |15.5|-11.8|1|       | |4FGL J0127.2+0324 | 0.63|2WHSPJ012713.9+032259
01 27 22.1112|+21 14 42.000|3HSPJ012722.1+211442|021.84213|+21.24500|1|              |16.3|-12.6|1| 0.3500|5|                  | 0.10|2WHSPJ012722.0+211442
01 27 50.8200|-00 13 46.200|3HSPJ012750.8-001346|021.96175|-00.22950|0|5BZBJ0127-0013|15.6|-12.7|1| 0.4400|1|                  | 0.08|2WHSPJ012750.8-001345
01 29 17.9208|-03 44 02.112|3HSPJ012917.9-034402|022.32467|-03.73392|0|              |17.3|-12.4|1| 0.4300|5|                  | 0.16|2WHSPJ012917.8-034402
01 30 25.7400|-21 28 38.892|3HSPJ013025.7-212838|022.60725|-21.47747|0|              |15.1|-12.2|1| 0.3000|5|4FGL J0130.4-2129 | 0.25|
01 31 07.2312|+61 20 33.288|3HSPJ013107.2+612033|022.78013|+61.34258|0|5BZBJ0131+6120|16.5|-11.1|1|       | |4FGL J0131.1+6120 | 3.16|
01 31 13.8192|+55 45 12.996|3HSPJ013113.8+554513|022.80758|+55.75361|0|              |15.1|-11.9|1| 0.0360|1|4FGL J0131.2+5547 | 0.50|
01 32 41.1312|-08 04 04.908|3HSPJ013241.1-080404|023.17138|-08.06803|0|              |15.9|-11.7|1| 0.1490|1|4FGL J0132.7-0804 | 0.79|
01 33 09.2808|-45 35 24.000|3HSPJ013309.3-453524|023.28867|-45.59000|0|              |15.8|-12.3|1|       | |4FGL J0133.2-4533 | 0.20|2WHSPJ013309.1-453524
01 33 12.1296|-35 19 16.608|3HSPJ013312.1-351916|023.30054|-35.32128|0|              |16.5|-12.4|2| 0.1740|1|                  | 0.16|2WHSPJ013312.1-351915
01 34 28.1904|+26 38 43.008|3HSPJ013428.2+263843|023.61746|+26.64528|0|5BZBJ0134+2638|15.7|-11.4|1| 0.2600|3|4FGL J0134.5+2637 | 1.58|2WHSPJ013428.0+263843
01 35 07.0392|+02 55 42.600|3HSPJ013507.0+025542|023.77933|+02.92850|1|              |16.4|-12.5|1| 0.3720|1|4FGL J0135.1+0255 | 0.13|2WHSPJ013507.0+025541
01 35 23.6208|-27 28 13.116|3HSPJ013523.6-272813|023.84842|-27.47031|0|              |17.0|-12.1|1| 0.2480|1|                  | 0.32|2WHSPJ013523.5-272813
01 35 48.7296|-20 13 46.992|3HSPJ013548.7-201347|023.95304|-20.22972|4|              |15.4|-11.9|1| 0.3700|1|                  | 0.50|2WHSPJ013548.7-201346
01 36 26.6904|+30 20 11.688|3HSPJ013626.7+302011|024.11121|+30.33658|1|              |15.6|-12.8|1| 0.3300|5|                  | 0.06|2WHSPJ013626.5+302011
01 36 32.5896|+39 05 59.208|3HSPJ013632.6+390559|024.13579|+39.09978|0|5BZBJ0136+3905|16.1|-10.8|1|       | |4FGL J0136.5+3906 | 6.31|2WHSPJ013632.5+390558
01 37 50.4696|+58 14 11.292|3HSPJ013750.5+581411|024.46029|+58.23647|0|5BZBJ0137+5814|16.2|-11.0|1|       | |4FGL J0137.9+5814 | 3.98|
01 38 01.1208|+22 48 08.712|3HSPJ013801.1+224808|024.50467|+22.80242|0|              |15.5|-11.9|2| 0.2600|4|4FGL J0138.0+2247 | 0.50|
01 38 03.7296|-21 55 30.900|3HSPJ013803.7-215530|024.51554|-21.92525|0|              |17.5|-12.0|3| 0.2500|5|                  | 0.40|2WHSPJ013803.7-215530
01 38 34.5408|+24 58 37.416|3HSPJ013834.5+245837|024.64392|+24.97706|0|              |16.9|-12.5|1| 0.5500|4|                  | 0.13|2WHSPJ013834.5+245836
01 40 40.8696|-07 58 49.116|3HSPJ014040.9-075849|025.17029|-07.98031|0|5BZBJ0140-0758|16.6|-12.0|1| 0.3600|4|4FGL J0140.6-0758 | 0.40|2WHSPJ014040.8-075849
01 43 47.1504|-01 26 09.600|3HSPJ014347.2-012609|025.94646|-01.43600|0|              |16.0|-12.7|2| 0.6000|5|                  | 0.08|2WHSPJ014347.0-012608
01 43 47.3904|-58 45 51.300|3HSPJ014347.4-584551|025.94746|-58.76425|0|5BZBJ0143-5845|16.7|-11.2|1|       | |4FGL J0143.7-5846 | 2.51|2WHSPJ014347.2-584551
01 43 57.9000|-65 12 27.504|3HSPJ014357.1-651227|025.99125|-65.20764|1|              |16.0|-12.5|1| 0.3600|5|                  | 0.13|2WHSPJ014357.9-651226
01 45 22.8888|+04 51 29.304|3HSPJ014522.9+045129|026.34537|+04.85814|0|              |15.2|-12.9|1| 0.3500|1|                  | 0.05|2WHSPJ014522.7+045129
01 45 57.6504|-28 26 20.616|3HSPJ014557.7-282620|026.49021|-28.43906|1|              |16.1|-12.6|1| 0.6400|5|                  | 0.10|2WHSPJ014557.5-282620
01 45 58.0008|+21 35 04.200|3HSPJ014558.0+213504|026.49167|+21.58450|0|              |17.0|-12.1|2| 0.2740|1|                  | 0.32|2WHSPJ014558.0+213503
01 46 20.2008|-02 42 54.000|3HSPJ014620.0-024254|026.58417|-02.71500|1|              |16.5|-12.7|2| 0.5290|1|                  | 0.08|2WHSPJ014620.2-024253
01 46 48.5688|-52 02 33.396|3HSPJ014648.6-520233|026.70237|-52.04261|0|5BZGJ0146-5202|15.0|-12.0|1| 0.0980|1|4FGL J0146.9-5202 | 0.40|
01 47 15.8592|-00 08 18.600|3HSPJ014715.9-000818|026.81608|-00.13850|1|              |16.9|-12.7|1| 0.4730|1|                  | 0.08|2WHSPJ014715.7-000817
01 47 48.7008|+20 37 15.492|3HSPJ014748.1+203715|026.95292|+20.62097|1|              |16.5|-12.6|2| 0.3300|5|                  | 0.10|2WHSPJ014748.7+203714
01 47 53.6592|-60 28 11.712|3HSPJ014753.7-602811|026.97358|-60.46992|0|              |16.3|-12.3|1| 0.3800|5|                  | 0.20|2WHSPJ014753.5-602810
01 48 20.3304|+52 02 04.884|3HSPJ014820.3+520204|027.08471|+52.03469|0|              |15.0|-11.6|3| 0.2400|5|4FGL J0148.2+5201 | 1.00|
01 48 33.7992|+01 29 01.392|3HSPJ014833.8+012901|027.14083|+01.48372|0|5BZBJ0148+0129|15.4|-12.3|1| 0.9400|2|4FGL J0148.6+0127 | 0.20|
01 49 18.2496|+20 30 29.304|3HSPJ014918.2+203029|027.32604|+20.50814|0|              |15.0|-12.1|3|       | |                  | 0.32|2WHSPJ014918.1+203029
01 50 44.5008|-54 50 04.992|3HSPJ015044.1-545005|027.68542|-54.83472|0|              |15.8|-12.1|1| 0.2800|5|4FGL J0150.6-5448 | 0.32|2WHSPJ015044.5-545004
01 52 19.8600|+36 40 17.688|3HSPJ015219.9+364017|028.08275|+36.67158|1|              |16.3|-12.5|1| 0.2100|5|                  | 0.13|2WHSPJ015219.7+364017
01 52 39.6000|+01 47 17.412|3HSPJ015239.6+014717|028.16500|+01.78817|0|5BZGJ0152+0147|15.9|-11.2|1| 0.0800|1|4FGL J0152.6+0147 | 2.51|2WHSPJ015239.5+014717
01 53 07.3704|+75 17 42.792|3HSPJ015307.4+751742|028.28071|+75.29522|0|5BZBJ0153+7517|15.9|-11.5|1|       | |4FGL J0153.0+7517 | 1.26|2WHSPJ015307.3+751742
01 53 13.1712|-11 06 27.108|3HSPJ015313.2-110627|028.30488|-11.10753|0|              |16.0|-12.2|2| 0.3200|4|                  | 0.25|2WHSPJ015313.0-110626
01 53 25.8504|+71 15 06.408|3HSPJ015325.9+711506|028.35771|+71.25178|0|5BZGJ0153+7115|15.0|-11.2|1| 0.0200|1|4FGL J0153.4+7114 | 2.51|
01 54 02.7600|+08 23 51.000|3HSPJ015402.8+082351|028.51150|+08.39750|0|5BZBJ0154+0823|15.1|-11.4|1| 0.6810|2|4FGL J0153.9+0823 | 1.58|2WHSPJ015402.6+082351
01 55 53.6496|+05 33 09.684|3HSPJ015553.6+053309|028.97354|+05.55269|1|              |15.2|-13.1|1|       | |                  | 0.03|2WHSPJ015553.5+053309
01 56 08.2008|+05 45 10.584|3HSPJ015608.0+054510|029.03417|+05.75294|1|              |15.5|-13.0|1| 0.4300|5|                  | 0.04|2WHSPJ015608.2+054510
01 56 24.5400|-24 20 03.696|3HSPJ015624.5-242003|029.10225|-24.33436|0|              |15.7|-11.9|1|       | |4FGL J0156.3-2420 | 0.50|
01 56 46.0104|-47 44 17.196|3HSPJ015646.0-474417|029.19171|-47.73811|4|              |15.4|-11.8|1| 0.2200|4|4FGL J0156.8-4744 | 0.63|2WHSPJ015646.0-474417
01 56 57.9912|-53 01 59.808|3HSPJ015658.0-530159|029.24163|-53.03328|0|5BZBJ0156-5302|18.3|-11.1|1| 0.2500|5|4FGL J0156.9-5301 | 3.16|2WHSPJ015657.9-530159
01 57 00.6792|-32 35 29.508|3HSPJ015700.7-323529|029.25283|-32.59153|0|              |16.9|-12.2|1| 0.3300|5|                  | 0.25|2WHSPJ015700.6-323529
01 57 21.5592|-21 58 52.284|3HSPJ015721.6-215852|029.33983|-21.98119|0|              |17.1|-12.2|1| 0.4700|4|                  | 0.25|2WHSPJ015721.4-215851
01 57 43.9008|+00 36 05.688|3HSPJ015743.1+003605|029.43292|+00.60158|1|              |16.5|-13.0|2| 0.5000|5|                  | 0.04|2WHSPJ015743.9+003605
01 58 09.9408|+25 15 40.896|3HSPJ015809.9+251540|029.54142|+25.26136|1|              |16.6|-12.2|1| 0.1580|1|                  | 0.25|2WHSPJ015809.9+251539
01 59 34.3800|+10 47 05.784|3HSPJ015934.4+104705|029.89325|+10.78494|0|5BZBJ0159+1047|15.7|-11.6|1| 0.1950|1|4FGL J0159.5+1046 | 1.00|2WHSPJ015934.3+104704
01 59 53.5896|+00 48 15.084|3HSPJ015953.6+004815|029.97329|+00.80419|0|              |16.4|-12.8|1| 0.6520|1|                  | 0.06|2WHSPJ015953.5+004815
01 59 58.1400|-36 43 13.296|3HSPJ015958.1-364313|029.99225|-36.72036|1|              |15.8|-12.8|1| 0.5300|5|                  | 0.06|2WHSPJ015958.0-364313
02 00 20.9400|-41 09 35.712|3HSPJ020020.9-410935|030.08725|-41.15992|0|              |15.5|-12.1|1| 0.5000|2|4FGL J0200.3-4109 | 0.32|
02 01 06.1608|+00 34 00.300|3HSPJ020106.2+003400|030.27567|+00.56675|0|5BZBJ0201+0034|17.0|-11.7|1| 0.2980|1|4FGL J0201.1+0036 | 0.79|2WHSPJ020106.1+003400
02 01 10.9200|-43 46 55.308|3HSPJ020110.9-434655|030.29550|-43.78203|0|              |15.8|-12.4|1| 0.4500|5|4FGL J0201.1-4347 | 0.16|2WHSPJ020110.9-434654
02 01 21.7800|-22 59 25.908|3HSPJ020121.8-225925|030.34075|-22.99053|0|              |15.9|-12.2|1| 0.1800|5|                  | 0.25|2WHSPJ020121.7-225925
02 02 26.4312|+08 49 13.584|3HSPJ020226.4+084913|030.61013|+08.82044|0|5BZBJ0202+0849|16.0|-12.2|1| 0.3500|5|4FGL J0202.4+0849 | 0.25|
02 02 39.7008|-31 33 38.484|3HSPJ020239.1-313338|030.66542|-31.56069|1|              |15.5|-12.8|1| 0.5500|5|                  | 0.06|2WHSPJ020239.7-313338
02 02 52.2192|-02 23 20.688|3HSPJ020252.2-022320|030.71758|-02.38908|0|              |16.7|-12.1|1| 0.2500|5|4FGL J0202.9-0225 | 0.32|2WHSPJ020252.2-022320
02 03 14.0808|-32 35 12.192|3HSPJ020314.1-323512|030.80867|-32.58672|0|              |16.1|-12.4|1| 0.3500|5|                  | 0.16|2WHSPJ020313.9-323512
02 03 56.0592|-24 44 54.708|3HSPJ020356.1-244454|030.98358|-24.74853|0|              |16.2|-12.5|1| 0.5200|5|                  | 0.13|2WHSPJ020355.9-244453
02 04 12.9192|-33 33 40.896|3HSPJ020412.9-333340|031.05383|-33.56136|0|5BZBJ0204-3333|17.9|-11.7|1| 0.6170|1|4FGL J0204.0-3334 | 0.79|2WHSPJ020412.9-333339
02 04 16.4208|-31 44 57.516|3HSPJ020416.4-314457|031.06842|-31.74931|1|              |16.4|-12.8|1| 0.3100|5|4FGL J0204.3-3140 | 0.06|
02 04 21.5400|+24 17 50.712|3HSPJ020421.5+241750|031.08975|+24.29742|0|              |15.1|-12.4|1| 0.1800|5|4FGL J0204.3+2417 | 0.16|
02 04 30.0912|-21 37 25.104|3HSPJ020430.1-213725|031.12538|-21.62364|2|              |15.2|-12.6|1|       | |                  | 0.10|2WHSPJ020430.0-213724
02 04 41.6592|+00 49 57.684|3HSPJ020441.7+004957|031.17358|+00.83269|0|              |16.3|-12.8|1| 0.6260|1|                  | 0.06|
02 06 15.8904|-09 57 17.496|3HSPJ020615.9-095717|031.56621|-09.95486|0|              |15.0|-12.5|2| 0.1660|1|4FGL J0206.0-0958 | 0.13|
02 08 38.1600|+35 23 12.912|3HSPJ020838.2+352312|032.15900|+35.38692|0|5BZBJ0208+3523|16.3|-12.1|1| 0.3180|1|4FGL J0208.6+3523 | 0.32|2WHSPJ020838.1+352312
02 09 17.0904|+44 49 46.416|3HSPJ020917.1+444946|032.32121|+44.82956|0|5BZBJ0209+4449|16.8|-11.5|1| 0.2700|5|4FGL J0209.3+4449 | 1.26|2WHSPJ020916.9+444945
02 09 21.6000|-52 29 22.704|3HSPJ020921.1-522922|032.34000|-52.48964|0|5BZBJ0209-5229|16.4|-11.2|1| 0.1200|4|4FGL J0209.3-5228 | 2.51|2WHSPJ020921.6-522921
02 09 46.7304|+26 25 30.792|3HSPJ020946.7+262530|032.44471|+26.42522|1|              |17.0|-12.1|2| 0.6800|1|4FGL J0209.8+2626 | 0.32|
02 12 05.7408|-25 57 58.284|3HSPJ021205.7-255758|033.02392|-25.96619|0|              |16.2|-12.1|1| 0.3800|5|4FGL J0212.2-2559 | 0.32|2WHSPJ021205.6-255757
02 12 16.8792|-02 21 55.692|3HSPJ021216.9-022155|033.07033|-02.36547|0|              |17.8|-11.7|1| 0.2500|1|4FGL J0212.2-0219 | 0.79|2WHSPJ021216.8-022155
02 12 30.4992|-35 03 30.096|3HSPJ021230.5-350330|033.12708|-35.05836|0|5BZBJ0212-3503|16.5|-12.0|2| 0.3930|2|4FGL J0212.4-3502 | 0.40|
02 12 52.8096|+22 44 52.188|3HSPJ021252.1+224452|033.22004|+22.74783|0|5BZBJ0212+2244|15.2|-11.5|1| 0.4590|1|4FGL J0212.9+2244 | 1.26|2WHSPJ021252.7+224452
02 13 58.6896|-69 51 37.008|3HSPJ021358.7-695137|033.49454|-69.86028|0|              |17.2|-11.9|1| 0.3400|5|4FGL J0213.8-6949 | 0.50|
02 14 09.8208|-47 32 35.196|3HSPJ021409.8-473235|033.54092|-47.54311|0|              |16.4|-12.3|1| 0.2800|5|                  | 0.20|2WHSPJ021409.7-473235
02 14 11.9088|-35 37 33.708|3HSPJ021411.1-353733|033.54962|-35.62603|0|              |16.8|-12.1|1| 0.4000|5|                  | 0.32|2WHSPJ021411.7-353732
02 14 17.9400|+51 44 51.900|3HSPJ021417.9+514451|033.57475|+51.74775|0|5BZGJ0214+5144|17.3|-11.2|1| 0.0490|1|4FGL J0214.3+5145 | 2.51|2WHSPJ021417.8+514451
02 15 02.9904|+03 25 36.084|3HSPJ021503.0+032536|033.76246|+03.42669|0|              |16.5|-12.1|2| 0.3100|5|                  | 0.32|2WHSPJ021502.8+032536
02 15 15.2400|-16 17 38.184|3HSPJ021515.2-161738|033.81350|-16.29394|0|              |16.4|-12.1|1| 0.2830|1|                  | 0.32|2WHSPJ021515.1-161738
02 15 17.8992|+75 54 52.992|3HSPJ021517.9+755453|033.82458|+75.91472|0|              |15.1|-12.2|1| 0.1500|5|4FGL J0215.3+7555 | 0.25|
02 15 52.3200|-40 23 43.512|3HSPJ021552.3-402343|033.96800|-40.39542|0|              |16.5|-12.3|1| 0.2400|4|                  | 0.20|2WHSPJ021552.3-402343
02 16 16.6200|-48 16 26.004|3HSPJ021616.6-481626|034.06925|-48.27389|0|              |17.0|-12.0|1| 0.1690|1|                  | 0.40|2WHSPJ021616.6-481626
02 16 32.0808|+23 14 50.208|3HSPJ021632.1+231450|034.13367|+23.24728|0|5BZBJ0216+2314|16.2|-11.8|1| 0.2880|1|4FGL J0216.5+2313 | 0.63|2WHSPJ021631.9+231449
02 16 50.8488|-66 36 42.516|3HSPJ021650.8-663642|034.21187|-66.61181|0|5BZBJ0216-6636|15.3|-11.6|1| 0.6730|3|4FGL J0216.8-6635 | 1.00|2WHSPJ021650.8-663642
02 17 29.3400|-64 23 06.792|3HSPJ021729.3-642306|034.37225|-64.38522|2|              |15.7|-12.9|1| 0.6600|5|                  | 0.05|2WHSPJ021729.2-642306
02 19 00.4008|+24 45 20.592|3HSPJ021900.0+244520|034.75167|+24.75572|0|              |15.5|-11.6|2|       | |4FGL J0219.0+2443 | 1.00|
02 19 05.4888|-17 25 12.900|3HSPJ021905.5-172512|034.77287|-17.42025|0|5BZBJ0219-1725|16.6|-11.8|1| 0.1280|1|4FGL J0219.1-1724 | 0.63|2WHSPJ021905.4-172512
02 19 15.4704|-49 34 53.904|3HSPJ021915.5-493453|034.81446|-49.58164|0|              |15.7|-12.3|1| 0.4200|5|                  | 0.20|2WHSPJ021915.4-493453
02 19 31.2288|-64 21 51.588|3HSPJ021931.2-642151|034.88012|-64.36433|1|              |16.0|-12.9|1| 0.3000|5|                  | 0.05|2WHSPJ021931.2-642151
02 20 06.3696|-39 18 35.100|3HSPJ022006.4-391835|035.02654|-39.30975|0|              |15.5|-12.8|1|       | |                  | 0.06|2WHSPJ022006.2-391834
02 20 48.4512|-08 42 50.292|3HSPJ022048.5-084250|035.20188|-08.71397|0|5BZBJ0220-0842|15.5|-12.0|1| 0.5250|2|4FGL J0220.8-0841 | 0.40|2WHSPJ022048.4-084250
02 21 04.9800|+06 39 39.816|3HSPJ022105.0+063939|035.27075|+06.66106|0|              |16.1|-12.3|1| 0.2700|5|                  | 0.20|2WHSPJ022104.9+063938
02 22 11.4312|-21 37 35.508|3HSPJ022211.4-213735|035.54763|-21.62653|1|              |15.4|-12.6|1|       | |                  | 0.10|2WHSPJ022211.3-213735
02 23 04.5192|+68 21 54.792|3HSPJ022304.5+682154|035.76883|+68.36522|0|              |15.7|-11.7|1| 0.2300|5|4FGL J0223.0+6821 | 0.79|
02 23 14.2392|-11 17 38.292|3HSPJ022314.2-111738|035.80933|-11.29397|0|5BZBJ0223-1117|15.7|-11.9|1| 0.2000|3|4FGL J0223.1-1117 | 0.50|2WHSPJ022314.2-111738
02 25 39.7008|-19 00 35.208|3HSPJ022539.1-190035|036.41542|-19.00978|0|              |17.8|-12.9|1| 0.4000|5|                  | 0.05|2WHSPJ022539.7-190034
02 25 40.7808|-56 18 12.204|3HSPJ022540.8-561812|036.41992|-56.30339|0|              |17.7|-12.2|1| 0.3200|5|                  | 0.25|2WHSPJ022540.6-561811
02 26 38.8704|-44 41 22.488|3HSPJ022638.9-444122|036.66196|-44.68958|0|5BZBJ0226-4441|16.5|-11.5|1| 0.6800|3|4FGL J0226.5-4441 | 1.26|2WHSPJ022638.8-444121
02 26 57.2592|+08 27 30.384|3HSPJ022657.3+082730|036.73858|+08.45844|1|              |15.9|-12.4|1| 0.4000|5|                  | 0.16|2WHSPJ022657.1+082729
02 27 16.5600|+02 02 00.096|3HSPJ022716.6+020200|036.81900|+02.03336|0|5BZBJ0227+0202|17.6|-11.5|1| 0.4500|1|4FGL J0227.3+0201 | 1.26|2WHSPJ022716.4+020159
02 28 55.8192|-29 27 16.596|3HSPJ022855.8-292716|037.23258|-29.45461|0|              |16.7|-12.7|1| 0.5400|5|                  | 0.08|2WHSPJ022855.7-292715
02 29 41.1792|-41 20 51.792|3HSPJ022941.2-412051|037.42158|-41.34772|1|              |15.4|-12.1|1|       | |                  | 0.32|2WHSPJ022941.1-412050
02 29 48.2088|-51 23 51.504|3HSPJ022948.0-512351|037.45087|-51.39764|1|              |15.7|-12.5|1| 0.3800|5|                  | 0.13|2WHSPJ022948.1-512351
02 30 05.9592|+19 49 21.000|3HSPJ023006.0+194921|037.52483|+19.82250|1|              |16.3|-12.3|1| 0.5300|5|                  | 0.20|2WHSPJ023005.8+194921
02 31 09.2712|-57 55 05.988|3HSPJ023109.3-575506|037.78863|-57.91833|0|              |15.4|-12.0|1| 0.0320|1|4FGL J0231.2-5754 | 0.40|2WHSPJ023109.1-575505
02 32 31.1400|-25 16 06.888|3HSPJ023231.1-251606|038.12975|-25.26858|0|              |16.6|-12.8|1| 0.5000|5|                  | 0.06|2WHSPJ023231.0-251605
02 32 37.5408|+31 31 28.308|3HSPJ023237.5+313128|038.15642|+31.52453|0|              |17.1|-12.2|1| 0.5100|5|                  | 0.25|2WHSPJ023237.5+313127
